
[RX_GW,8.138034931,2801,7,1,868.100000000,-117.699577858,02-06-00:00:00:00:00:02]
[RX_GW,20.427728909,2270,11,1,868.100000000,-133.580366380,02-06-00:00:00:00:00:04]
[RX_GW,25.816101460,2113,7,1,868.100000000,-122.409182772,02-06-00:00:00:00:00:02]
[RX_GW,27.143461383,1533,8,1,868.100000000,-125.870675411,02-06-00:00:00:00:00:04]
[RX_GW,28.869258841,146,7,1,868.100000000,-113.276115169,02-06-00:00:00:00:00:02]
[RX_GW,29.080676602,2482,7,1,868.100000000,-120.431547300,02-06-00:00:00:00:00:02]
[RX_GW,32.046042549,2441,7,1,868.100000000,-120.169892311,02-06-00:00:00:00:00:02]
[RX_GW,35.456874420,463,8,1,868.100000000,-126.623859597,02-06-00:00:00:00:00:02]
[RX_GW,41.056926559,2836,8,1,868.100000000,-125.622717943,02-06-00:00:00:00:00:02]
[RX_GW,41.828319243,1837,10,1,868.100000000,-130.511913044,02-06-00:00:00:00:00:02]
[RX_GW,42.041383730,895,7,1,868.100000000,-113.504202507,02-06-00:00:00:00:00:02]
[RX_GW,42.543042854,1880,9,1,868.100000000,-127.690709355,02-06-00:00:00:00:00:02]
[RX_GW,46.231554744,1631,7,1,868.100000000,-107.691530238,02-06-00:00:00:00:00:04]
[RX_GW,46.711410801,426,9,1,868.100000000,-127.704538108,02-06-00:00:00:00:00:04]
[RX_GW,54.302655010,1335,9,1,868.100000000,-128.968181428,02-06-00:00:00:00:00:02]
[RX_GW,55.132673426,1152,8,1,868.100000000,-125.752991825,02-06-00:00:00:00:00:02]
[RX_GW,57.815678218,1602,11,1,868.100000000,-133.695264105,02-06-00:00:00:00:00:04]
[RX_GW,61.322169134,1608,7,1,868.100000000,-52.237005289,02-06-00:00:00:00:00:04]
[RX_GW,61.613335687,882,11,1,868.100000000,-133.416548607,02-06-00:00:00:00:00:02]
[RX_GW,62.621672508,1856,10,1,868.100000000,-130.169476008,02-06-00:00:00:00:00:02]
[RX_GW,62.703106170,493,8,1,868.100000000,-126.440728028,02-06-00:00:00:00:00:04]
[RX_GW,75.044830357,642,11,1,868.100000000,-134.241386648,02-06-00:00:00:00:00:04]
[RX_GW,77.394123539,1748,9,1,868.100000000,-128.211276679,02-06-00:00:00:00:00:02]
[RX_GW,78.262172302,2056,10,1,868.100000000,-131.721208319,02-06-00:00:00:00:00:02]
[RX_GW,78.516835782,942,8,1,868.100000000,-126.050134996,02-06-00:00:00:00:00:04]
[RX_GW,79.562146955,767,10,1,868.100000000,-132.679472833,02-06-00:00:00:00:00:02]
[RX_GW,83.218416356,1086,9,1,868.100000000,-128.655499018,02-06-00:00:00:00:00:02]
[RX_GW,88.793917025,863,7,1,868.100000000,-120.052359321,02-06-00:00:00:00:00:02]
[RX_GW,89.203793453,210,7,1,868.100000000,-121.933365857,02-06-00:00:00:00:00:02]
[RX_GW,89.694561957,2368,8,1,868.100000000,-124.517676540,02-06-00:00:00:00:00:02]
[RX_GW,104.243306366,207,7,1,868.100000000,-116.461221743,02-06-00:00:00:00:00:02]
[RX_GW,108.667730540,1265,11,1,868.100000000,-133.614208004,02-06-00:00:00:00:00:02]
[RX_GW,123.073848259,449,7,1,868.100000000,-118.957452868,02-06-00:00:00:00:00:02]
[RX_GW,126.343355208,1088,8,1,868.100000000,-125.969072828,02-06-00:00:00:00:00:02]
[RX_GW,126.590396961,827,10,1,868.100000000,-132.425660339,02-06-00:00:00:00:00:04]
[RX_GW,128.046504718,2557,11,1,868.100000000,-134.476967228,02-06-00:00:00:00:00:02]
[RX_GW,128.139633352,1314,11,1,868.100000000,-134.187464381,02-06-00:00:00:00:00:04]
[RX_GW,128.783067002,2309,10,1,868.100000000,-132.550097905,02-06-00:00:00:00:00:02]
[RX_GW,129.319427558,2405,9,1,868.100000000,-128.760455278,02-06-00:00:00:00:00:02]
[RX_GW,130.005095125,1716,7,1,868.100000000,-122.736928807,02-06-00:00:00:00:00:02]
[RX_GW,130.925688890,19,10,1,868.100000000,-132.032678196,02-06-00:00:00:00:00:02]
[RX_GW,137.504766155,1581,9,1,868.100000000,-127.877386268,02-06-00:00:00:00:00:04]
[RX_GW,137.883250981,2094,9,1,868.100000000,-127.713209641,02-06-00:00:00:00:00:04]
[RX_GW,145.446590800,2842,8,1,868.100000000,-126.019883884,02-06-00:00:00:00:00:04]
[RX_GW,148.839185350,1299,9,1,868.100000000,-127.280423281,02-06-00:00:00:00:00:02]
[RX_GW,151.646140741,597,11,1,868.100000000,-134.026604687,02-06-00:00:00:00:00:02]
[RX_GW,153.009765585,472,7,1,868.100000000,-114.582273931,02-06-00:00:00:00:00:02]
[RX_GW,159.343289639,317,7,1,868.100000000,-113.620481353,02-06-00:00:00:00:00:02]
[RX_GW,159.814919186,766,7,1,868.100000000,-120.892352142,02-06-00:00:00:00:00:02]
[RX_GW,160.586958804,2179,10,1,868.100000000,-132.883882912,02-06-00:00:00:00:00:02]
[RX_GW,166.275893243,139,11,1,868.100000000,-133.263037489,02-06-00:00:00:00:00:04]
[RX_GW,166.651148437,1416,7,1,868.100000000,-122.982102231,02-06-00:00:00:00:00:02]
[RX_GW,169.801693383,229,9,1,868.100000000,-127.196633211,02-06-00:00:00:00:00:02]
[RX_GW,170.444999862,2398,9,1,868.100000000,-128.721505057,02-06-00:00:00:00:00:04]
[RX_GW,173.179011628,1767,7,1,868.100000000,-80.188834471,02-06-00:00:00:00:00:02]
[RX_GW,176.027677502,1292,7,1,868.100000000,-120.163776921,02-06-00:00:00:00:00:02]
[RX_GW,176.987416843,2831,10,1,868.100000000,-130.576569147,02-06-00:00:00:00:00:02]
[RX_GW,179.723807858,792,7,1,868.100000000,-122.132859355,02-06-00:00:00:00:00:04]
[RX_GW,183.316353423,251,7,1,868.100000000,-120.935741096,02-06-00:00:00:00:00:02]
[RX_GW,184.238896619,1446,10,1,868.100000000,-131.667834969,02-06-00:00:00:00:00:02]
[RX_GW,184.419617662,479,7,1,868.100000000,-108.437577725,02-06-00:00:00:00:00:02]
[RX_GW,187.888195276,739,7,1,868.100000000,-121.850708413,02-06-00:00:00:00:00:02]
[RX_GW,188.067089672,2471,7,1,868.100000000,-122.795288634,02-06-00:00:00:00:00:02]
[RX_GW,189.845862402,186,8,1,868.100000000,-126.321521533,02-06-00:00:00:00:00:04]
[RX_GW,199.174420026,2847,7,1,868.100000000,-112.984773007,02-06-00:00:00:00:00:02]
[RX_GW,204.795306022,2019,8,1,868.100000000,-124.966207511,02-06-00:00:00:00:00:02]
[RX_GW,207.965787923,2222,7,1,868.100000000,-118.418033989,02-06-00:00:00:00:00:02]
[RX_GW,207.996390716,1584,9,1,868.100000000,-127.619773059,02-06-00:00:00:00:00:04]
[RX_GW,212.035645491,2517,8,1,868.100000000,-126.497787722,02-06-00:00:00:00:00:04]
[RX_GW,227.507800654,1452,9,1,868.100000000,-128.828795130,02-06-00:00:00:00:00:02]
[RX_GW,229.018248286,1659,11,1,868.100000000,-134.521446061,02-06-00:00:00:00:00:02]
[RX_GW,229.699190529,1922,11,1,868.100000000,-134.143139582,02-06-00:00:00:00:00:04]
[RX_GW,229.901065103,2225,10,1,868.100000000,-132.313613564,02-06-00:00:00:00:00:02]
